Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification STUDY,Classification AUS,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Typeofmanipulation(Tile/Survey),Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Field/Lab,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,5.625,,,6.864338324,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.3125,,,0.427908248,2.1875,,,2.369648576,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,5,,,6.480137923,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,3.75,,,7.542198991,15.15625,,,15.00325486,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,1.71875,,,2.096313729,3,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,1.25,,,2.795084972,2.8125,,,3.00552876,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0.3125,,,0.427908248,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,5.625,,,6.864338324,2.1875,,,2.369648576,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,3.75,,,7.542198991,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,5,,,6.480137923,15.15625,,,15.00325486,5,5,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.78125,,,0,0.3125,,,0.698771243,3,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.625,,,0.653640646,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.1875,,,0.855816496,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.9375,,,0.855816496,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.8125,,,3.689287173,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,1.40625,,,1.69370964,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.78125,,,0,0.625,,,0.653640646,3,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.3125,,,0.698771243,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.1875,,,0.855816496,0.9375,,,0.855816496,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.8125,,,3.689287173,1.40625,,,1.69370964,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Algae,Brown Algae,Sphacelaria rigidula,N,N,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,3,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.15625,,,0.349385621,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.15625,,,0.349385621,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.46875,,,0.427908248,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0.15625,,,0.349385621,3,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0.15625,,,0.349385621,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0.46875,,,0.427908248,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.34375,,,1.353164693,0,,,0,3,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.15625,,,0.349385621,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.34375,,,1.353164693,0,,,0,3,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.15625,,,0.349385621,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,fixed,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora arcuata,NIS,NIS,0.0225,0.0169,,Tile,vertical,downfacing,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Orientation,Concrete,,floating,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,4.166666667,,,3.932205435,0.3125,,,0.698771243,3,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,3.4375,,,1.711632992,0.3125,,,0.427908248,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp1,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.5,,,3.882741762,0.625,,,0.653640646,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,1.5625,,,2.209708691,0.625,,,0.349385621,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp2,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,6.25,,,4.81594844,2.1875,,,1.69370964,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,NIS,0.0225,0.0169,,Tile,Fixed,Floating,,,Y,Exp3,"Sydney Harbour, Site 2",7 months,212.9169,30.41668,7,Field,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,
